"Id";"PostTypeId";"AcceptedAnswerId";"CreaionDate";"Score";"ViewCount";"Body";"OwnerUserId";"LasActivityDate";"Title";"Tags";"AnswerCount";"CommentCount";"FavoriteCount";"LastEditorUserId";"LastEditDate";"CommunityOwnedDate";"ParentId";"ClosedDate";"OwnerDisplayName";"LastEditorDisplayName"
1;1;15;"2010-07-19 19:12:12";23;1278;"<p>How should I elicit prior distributions from experts when fitting a Bayesian model?</p>
";8;"2010-09-15 21:08:26";"Eliciting priors from experts";"<bayesian><prior><elicitation>";5;1;14;0;"";"";0;"";"";""
2;1;59;"2010-07-19 19:12:57";22;8198;"<p>In many different statistical methods there is an ""assumption of normality"".  What is ""normality"" and how do I know if there is normality?</p>
";24;"2012-11-12 09:21:54";"What is normality?";"<distributions><normality>";7;1;8;88;"2010-08-07 17:56:44";"";0;"";"";""
3;1;5;"2010-07-19 19:13:28";54;3613;"<p>What are some valuable Statistical Analysis open source projects available right now?</p>

<p>Edit: as pointed out by Sharpie, valuable could mean helping you get things done faster or more cheaply.</p>
";18;"2013-05-27 14:48:36";"What are some valuable Statistical Analysis open source projects?";"<software><open-source>";19;4;36;183;"2011-02-12 05:50:03";"2010-07-19 19:13:28";0;"";"";""
4;1;135;"2010-07-19 19:13:31";13;5224;"<p>I have two groups of data.  Each with a different distribution of multiple variables.  I'm trying to determine if these two groups' distributions are different in a statistically significant way.  I have the data in both raw form and binned up in easier to deal with discrete categories with frequency counts in each.  </p>

<p>What tests/procedures/methods should I use to determine whether or not these two groups are significantly different and how do I do that in SAS or R (or Orange)?</p>
";23;"2010-09-08 03:00:19";"Assessing the significance of differences in distributions";"<distributions><statistical-significance>";5;2;2;0;"";"";0;"";"";""
5;2;0;"2010-07-19 19:14:43";81;0;"<p>The R-project</p>

<p><a href=""http://www.r-project.org/"">http://www.r-project.org/</a></p>

<p>R is valuable and significant because it was the first widely-accepted Open-Source alternative to big-box packages.  It's mature, well supported, and a standard within many scientific communities.</p>

<ul>
<li><a href=""http://www.inside-r.org/why-use-r"">Some reasons why it is useful and valuable</a> </li>
<li>There are some nice tutorials <a href=""http://gettinggeneticsdone.blogspot.com/search/label/ggplot2"">here</a>.</li>
</ul>
";23;"2010-07-19 19:21:15";"";"";0;3;0;23;"2010-07-19 19:21:15";"2010-07-19 19:14:43";3;"";"";""
6;1;0;"2010-07-19 19:14:44";152;29229;"<p>Last year, I read a blog post from <a href=""http://anyall.org/"">Brendan O'Connor</a> entitled <a href=""http://anyall.org/blog/2008/12/statistics-vs-machine-learning-fight/"">""Statistics vs. Machine Learning, fight!""</a> that discussed some of the differences between the two fields.  <a href=""http://andrewgelman.com/2008/12/machine_learnin/"">Andrew Gelman responded favorably to this</a>:</p>

<p>Simon Blomberg: </p>

<blockquote>
  <p>From R's fortunes
  package: To paraphrase provocatively,
  'machine learning is statistics minus
  any checking of models and
  assumptions'.
  -- Brian D. Ripley (about the difference between machine learning
  and statistics) useR! 2004, Vienna
  (May 2004) :-) Season's Greetings!</p>
</blockquote>

<p>Andrew Gelman:</p>

<blockquote>
  <p>In that case, maybe we should get rid
  of checking of models and assumptions
  more often. Then maybe we'd be able to
  solve some of the problems that the
  machine learning people can solve but
  we can't!</p>
</blockquote>

<p>There was also the <a href=""http://projecteuclid.org/euclid.ss/1009213726""><strong>""Statistical Modeling: The Two Cultures""</strong> paper</a> by Leo Breiman in 2001 which argued that statisticians rely too heavily on data modeling, and that machine learning techniques are making progress by instead relying on the <em>predictive accuracy</em> of models.</p>

<p>Has the statistics field changed over the last decade in response to these critiques?  Do the <em>two cultures</em> still exist or has statistics grown to embrace machine learning techniques such as neural networks and support vector machines?</p>
";5;"2014-05-29 03:54:31";"The Two Cultures: statistics vs. machine learning?";"<machine-learning>";15;5;137;22047;"2013-06-07 06:38:10";"2010-08-09 13:05:50";0;"";"";""
7;1;18;"2010-07-19 19:15:59";76;5808;"<p>I've been working on a new method for analyzing and parsing datasets to identify and isolate subgroups of a population without foreknowledge of any subgroup's characteristics.  While the method works well enough with artificial data samples (i.e. datasets created specifically for the purpose of identifying and segregating subsets of the population), I'd like to try testing it with live data.</p>

<p>What I'm looking for is a freely available (i.e. non-confidential, non-proprietary) data source.  Preferably one containing bimodal or multimodal distributions or being obviously comprised of multiple subsets that cannot be easily pulled apart via traditional means.  Where would I go to find such information?</p>
";38;"2013-12-28 06:53:10";"Locating freely available data samples";"<dataset><sample><population><teaching>";24;3;79;253;"2013-09-26 21:50:36";"2010-07-20 20:50:48";0;"";"";""
8;1;0;"2010-07-19 19:16:21";0;288;"<p>Sorry, but the emptyness was a bit overwhelming. And this has been stuck in my head since it got asked at Area51!</p>
";37;"2010-10-18 07:57:31";"So how many staticians *does* it take to screw in a lightbulb?";"<humor>";1;2;0;449;"2010-10-18 07:57:31";"";0;"2010-07-19 20:19:46";"";""
9;2;0;"2010-07-19 19:16:27";13;0;"<p><a href=""http://incanter.org/"">Incanter</a> is a Clojure-based, R-like platform (environment + libraries) for statistical computing and graphics. </p>
";50;"2010-07-19 19:16:27";"";"";0;3;0;0;"";"2010-07-19 19:16:27";3;"";"";""
10;1;1887;"2010-07-19 19:17:47";23;21925;"<p>Many studies in the social sciences use Likert scales.  When is it appropriate to use Likert data as ordinal and when is it appropriate to use it as interval data?</p>
";24;"2012-10-23 17:33:41";"Under what conditions should Likert scales be used as ordinal or interval data?";"<scales><measurement><ordinal><interval><likert>";4;4;12;919;"2011-03-30 15:31:46";"";0;"";"";""
11;1;1201;"2010-07-19 19:18:30";2;224;"<p>Is there a good, modern treatment covering the various methods of multivariate interpolation, including which methodologies are typically best for particular types of problems? I'm interested in a solid statistical treatment including error estimates under various model assumptions.</p>

<p>An example:</p>

<p><a href=""http://en.wikipedia.org/wiki/Inverse_distance_weighting"" rel=""nofollow"">Shepard's method</a></p>

<p>Say we're sampling from a multivariate normal distribution with unknown parameters. What can we say about the standard error of the interpolated estimates?</p>

<p>I was hoping for a pointer to a general survey addressing similar questions for the various types of multivariate interpolations in common use. </p>
";34;"2010-08-03 21:50:09";"Multivariate Interpolation Approaches";"<multivariable><interpolation>";1;2;1;34;"2010-07-28 07:58:52";"";0;"";"";""
12;2;0;"2010-07-19 19:18:41";20;0;"<p>See my response to <a href=""http://stackoverflow.com/questions/2252144/datasets-for-running-statistical-analysis-on/2252450#2252450"">""Datasets for Running Statistical Analysis on""</a> in reference to datasets in R.</p>
";5;"2010-07-19 19:18:41";"";"";0;1;0;0;"";"2011-08-12 20:29:33";7;"";"";""
13;2;0;"2010-07-19 19:18:56";14;0;"<p>Machine Learning seems to have its basis in the pragmatic - a Practical observation or simulation of reality.  Even within statistics, mindless ""checking of models and assumptions"" can lead to discarding methods that are useful.</p>

<p>For example, years ago, the very first commercially available (and working) Bankruptcy model implemented by the credit bureaus was created through a plain old linear regression model targeting a 0-1 outcome.  Technically, that's a bad approach, but practically, it worked.</p>
";23;"2010-07-19 19:18:56";"";"";0;4;0;0;"";"";6;"";"";""
14;2;0;"2010-07-19 19:19:03";5;0;"<p>I second that Jay. Why is R valuable? Here's a short list of reasons. <a href=""http://www.inside-r.org/why-use-r"" rel=""nofollow"">http://www.inside-r.org/why-use-r</a>. Also check out <a href=""http://had.co.nz/ggplot2/"" rel=""nofollow"">ggplot2</a> - a very nice graphics package for R. Some nice tutorials <a href=""http://gettinggeneticsdone.blogspot.com/search/label/ggplot2"" rel=""nofollow"">here</a>.</p>
";36;"2010-07-19 19:19:03";"";"";0;1;0;0;"";"2010-07-19 19:19:03";3;"";"";""
15;2;0;"2010-07-19 19:19:46";13;0;"<p>John Cook gives some interesting recommendations. Basically, get percentiles/quantiles (not means or obscure scale parameters!) from the experts, and fit them with the appropriate distribution.</p>

<p><a href=""http://www.johndcook.com/blog/2010/01/31/parameters-from-percentiles/"">http://www.johndcook.com/blog/2010/01/31/parameters-from-percentiles/</a></p>
";6;"2010-07-19 19:19:46";"";"";0;0;0;0;"";"";1;"";"";""
16;2;0;"2010-07-19 19:22:31";16;0;"<p>Two projects spring to mind:</p>

<ol>
<li><a href=""http://www.mrc-bsu.cam.ac.uk/bugs/"">Bugs</a> - taking (some of) the pain out of Bayesian statistics. It allows the user to focus more on the model and a bit less on MCMC.</li>
<li><a href=""http://www.bioconductor.org/"">Bioconductor</a> - perhaps the most popular statistical tool in Bioinformatics. I know it's a R repository, but there are a large number of people who want to learn R, just for Bioconductor. The number of packages available for cutting edge analysis, make it second to none.</li>
</ol>
";8;"2010-07-19 20:43:02";"";"";0;3;0;8;"2010-07-19 20:43:02";"2010-07-19 19:22:31";3;"";"";""
17;1;29;"2010-07-19 19:24:12";9;1261;"<p>I have four competing models which I use to predict a binary outcome variable (say, employment status after graduating, 1 = employed, 0 = not-employed) for n subjects. A natural metric of model performance is hit rate which is the percentage of correct predictions for each one of the models. </p>

<p>It seems to me that I cannot use ANOVA in this setting as the data violates the assumptions underlying ANOVA. Is there an equivalent procedure I could use instead of ANOVA in the above setting to test for the hypothesis that all four models are equally effective?</p>
";0;"2012-01-22 23:34:51";"How can I adapt ANOVA for binary data?";"<anova><chi-squared><generalized-linear-model>";1;0;1;7972;"2012-01-22 23:34:51";"";0;"";"user28";""
18;2;0;"2010-07-19 19:24:18";31;0;"<p>Also see the UCI machine learning Data Repository.</p>

<p><a href=""http://archive.ics.uci.edu/ml/"">http://archive.ics.uci.edu/ml/</a></p>
";36;"2010-07-19 19:24:18";"";"";0;1;0;0;"";"2011-08-12 20:31:32";7;"";"";""
19;2;0;"2010-07-19 19:24:21";12;0;"<p><a href=""http://www.gapminder.org/data/"">Gapminder</a> has a number (430 at the last look) of datasets, which may or may not be of use to you.</p>
";55;"2010-07-19 19:24:21";"";"";0;0;0;0;"";"2011-08-12 20:29:45";7;"";"";""
20;2;0;"2010-07-19 19:24:35";3;0;"<p>The assumption of normality assumes your data is normally distributed (the bell curve, or gaussian distribution). You can check this by plotting the data or checking the measures for kurtosis (how sharp the peak is) and skewdness (?) (if more than half the data is on one side of the peak).</p>
";37;"2010-07-19 19:24:35";"";"";0;2;0;0;"";"";2;"";"";""
21;1;0;"2010-07-19 19:24:36";4;184;"<p>What are some of the ways to forecast demographic census with some validation and calibration techniques?</p>

<p>Some of the concerns:</p>

<ul>
<li>Census blocks vary in sizes as rural
areas are a lot larger than condensed
urban areas. Is there a need to account for the area size difference?</li>
<li>if let's say I have census data
dating back to 4 - 5 census periods,
how far can i forecast it into the
future?</li>
<li>if some of the census zone change
lightly in boundaries, how can i
account for that change?</li>
<li>What are the methods to validate
census forecasts? for example, if i
have data for existing 5 census
periods, should I model the first 3
and test it on the latter two? or is
there another way?</li>
<li>what's the state of practice in
forecasting census data, and what are
some of the state of the art methods?</li>
</ul>
";59;"2010-09-30 21:14:45";"Forecasting demographic census";"<forecasting><population><census>";1;1;1;930;"2010-09-30 21:14:45";"";0;"";"";""
22;1;0;"2010-07-19 19:25:39";102;21916;"<p>How would you describe in plain English the characteristics that distinguish Bayesian from Frequentist reasoning?</p>
";66;"2014-06-05 02:06:32";"Bayesian and frequentist reasoning in plain English";"<bayesian><frequentist>";15;1;67;930;"2011-10-04 07:05:14";"";0;"";"";""
23;1;91;"2010-07-19 19:26:04";10;7694;"<p>How can I find the PDF (probability density function) of a distribution given the CDF (cumulative distribution function)?</p>
";69;"2010-07-20 08:52:27";"Finding the PDF given the CDF";"<distributions><pdf><cdf>";2;1;2;0;"";"";0;"";"";""
24;2;0;"2010-07-19 19:26:13";17;0;"<p>For doing a variety of MCMC tasks in Python, there's <a href=""http://code.google.com/p/pymc/"">PyMC</a>, which I've gotten quite a bit of use out of.  I haven't run across anything that I can do in BUGS that I can't do in PyMC, and the way you specify models and bring in data seems to be a lot more intuitive to me.</p>
";61;"2010-07-19 19:26:13";"";"";0;0;0;0;"";"2010-07-19 19:26:13";3;"";"";""
25;1;32;"2010-07-19 19:27:13";7;2095;"<p>What modern tools (Windows-based) do you suggest for modeling financial time series?</p>
";69;"2014-08-13 20:29:48";"Tools for modeling financial time series";"<modeling><time-series><finance><software>";7;4;5;69;"2010-07-26 23:38:29";"2010-07-26 23:38:29";0;"";"";""
26;1;61;"2010-07-19 19:27:43";18;3476;"<p>What is a standard deviation, how is it calculated and what is its use in statistics?</p>
";75;"2013-07-30 10:19:04";"What is a standard deviation?";"<standard-deviation><basic-concepts>";8;14;7;22047;"2013-07-30 10:19:04";"";0;"";"";""
27;2;0;"2010-07-19 19:28:12";4;0;"<p><a href=""http://mathforum.org/workshops/sum96/data.collections/datalibrary/data.set6.html"" rel=""nofollow"">http://mathforum.org/workshops/sum96/data.collections/datalibrary/data.set6.html</a></p>
";68;"2010-07-19 19:28:12";"";"";0;0;0;0;"";"2011-08-12 20:29:55";7;"";"";""
28;2;0;"2010-07-19 19:28:12";6;0;"<p><a href=""http://www.gnu.org/software/gsl/"" rel=""nofollow"">GSL</a> for those of you who wish to program in C / C++ is a valuable resource as it provides several routines for random generators, linear algebra etc. While GSL is primarily available for Linux there are also ports for Windows. (See: <a href=""http://gladman.plushost.co.uk/oldsite/computing/gnu_scientific_library.php"" rel=""nofollow"">http://gladman.plushost.co.uk/oldsite/computing/gnu_scientific_library.php</a> and <a href=""http://david.geldreich.free.fr/dev.html"" rel=""nofollow"">http://david.geldreich.free.fr/dev.html</a>)</p>
";0;"2010-07-19 19:28:12";"";"";0;0;0;0;"";"2010-07-19 19:28:12";3;"";"user28";""
29;2;0;"2010-07-19 19:28:15";5;0;"<p>Contingency table (chi-square). Also Logistic Regression is your friend - use dummy variables. </p>
";36;"2010-07-19 19:28:15";"";"";0;0;0;0;"";"";17;"";"";""
30;1;55;"2010-07-19 19:28:34";7;705;"<p>Which methods are used for testing random variate generation algorithms?</p>
";69;"2011-05-12 18:38:27";"Testing random variate generation algorithms";"<algorithms><hypothesis-testing><random-variable><random-generation>";8;2;7;919;"2010-08-25 14:12:54";"";0;"";"";""
31;1;0;"2010-07-19 19:28:44";66;175495;"<p>After taking a statistics course and then trying to help fellow students, I noticed one subject that inspires much head-desk banging is interpreting the results of statistical hypothesis tests.  It seems that students easily learn how to perform the calculations required by a given test but get hung up on interpreting the results.  Many computerized tools report test results in terms of ""p values"" or ""t values"".</p>

<p>How would you explain the following points to college students taking their first course in statistics:</p>

<ul>
<li><p>What does a ""p-value"" mean in relation to the hypothesis being tested?  Are there cases when one should be looking for a high p-value or a low p-value?</p></li>
<li><p>What is the relationship between a p-value and a t-value?</p></li>
</ul>
";13;"2014-07-19 03:34:11";"What is the meaning of p values and t values in statistical tests?";"<hypothesis-testing><t-test><p-value><interpretation><intuition>";10;3;56;919;"2013-10-13 16:33:10";"";0;"";"";""
32;2;0;"2010-07-19 19:29:06";12;0;"<p>I recommend R (see <a href=""http://cran.r-project.org/web/views/TimeSeries.html"">the time series view on CRAN</a>).  </p>

<p>Some useful references:</p>

<ul>
<li><a href=""http://cran.r-project.org/doc/contrib/Farnsworth-EconometricsInR.pdf"">Econometrics in R</a>, by Grant Farnsworth</li>
<li><a href=""http://stackoverflow.com/questions/1714280/multivariate-time-series-modelling-in-r/1715488#1715488"">Multivariate time series modelling in R</a></li>
</ul>
";5;"2010-07-19 19:29:06";"";"";0;0;0;0;"";"";25;"";"";""
33;1;49;"2010-07-19 19:30:03";5;1428;"<p>What R packages should I install for seasonality analysis?</p>
";69;"2012-11-08 00:40:55";"R packages for seasonality analysis";"<r><seasonality>";3;1;5;88;"2010-09-16 06:56:44";"";0;"";"";""
34;2;0;"2010-07-19 19:30:07";3;0;"<p><a href=""http://scienceblogs.com/goodmath/2008/04/schools_of_thought_in_probabil.php"" rel=""nofollow"">Schools of thought in Probability Theory</a></p>
";79;"2010-07-19 19:30:07";"";"";0;0;0;0;"";"";22;"";"";""
35;1;72;"2010-07-19 19:30:30";10;1223;"<p>I have a data set that I'd expect to follow a Poisson distribution, but it is overdispersed by about 3-fold. At the present, I'm modelling this overdispersion using something like the following code in R.</p>

<pre><code>## assuming a median value of 1500
med = 1500
rawdist = rpois(1000000,med)
oDdist = rawDist + ((rawDist-med)*3)
</code></pre>

<p>Visually, this seems to fit my empirical data very well. If I'm happy with the fit, is there any reason that I should be doing something more complex, like using a <a href=""http://en.wikipedia.org/wiki/Overdispersion#Poisson"">negative binomial distribution, as described here</a>? (If so, any pointers or links on doing so would be much appreciated).</p>

<p>Oh, and I'm aware that this creates a slightly jagged distribution (due to the multiplication by three), but that shouldn't matter for my application.</p>

<hr>

<p><strong>Update:</strong>  For the sake of anyone else who searches and finds this question, here's a simple R function to model an overdispersed poisson using a negative binomial distribution. Set d to the desired mean/variance ratio:</p>

<pre><code>rpois.od&lt;-function (n, lambda,d=1) {
  if (d==1)
    rpois(n, lambda)
  else
     rnbinom(n, size=(lambda/(d-1)), mu=lambda)
}
</code></pre>

<p>(via the R mailing list: <a href=""https://stat.ethz.ch/pipermail/r-help/2002-June/022425.html"">https://stat.ethz.ch/pipermail/r-help/2002-June/022425.html</a>)</p>
";54;"2010-07-25 01:44:14";"Modelling a Poisson distribution with overdispersion";"<distributions><modeling><poisson><overdispersion>";2;0;4;54;"2010-07-25 01:44:14";"";0;"";"";""
36;1;0;"2010-07-19 19:31:47";41;67396;"<p>There is an old saying: ""Correlation does not mean causation"". When I teach, I tend to use the following standard examples to illustrate this point:</p>

<ol>
<li>number of storks and birth rate in Denmark;</li>
<li>number of priests in America and alcoholism;</li>
<li>in the start of the 20th century it was noted that there was a strong correlation between 'Number of radios' and 'Number of people in Insane Asylums'</li>
<li>and my favorite: <a href=""http://en.wikipedia.org/wiki/File%3aPiratesVsTemp%28en%29.svg"" rel=""nofollow"">pirates cause global warming</a>.</li>
</ol>

<p>However, I do not have any references for these examples and whilst amusing, they are obviously false.</p>

<p>Does anyone have any other good examples?</p>
";8;"2014-05-23 06:31:12";"Examples for teaching: Correlation does not mean causation";"<correlation><teaching>";27;7;21;43889;"2014-05-23 06:31:12";"2010-08-16 13:01:42";0;"";"";""
38;2;0;"2010-07-19 19:32:28";2;0;"<p>If your mean value for the Poisson is 1500, then you're very close to a normal distribution; you might try using that as an approximation and then modelling the mean and variance separately.</p>
";61;"2010-07-19 19:32:28";"";"";0;2;0;0;"";"";35;"";"";""
39;1;721;"2010-07-19 19:32:29";4;210;"<p>I'm looking for worked out solutions using Bayesian and/or logit analysis similar to a workbook or an annal. </p>

<p>The worked out problems could be of any field; however, I'm interested in urban planning / transportation related fields. </p>
";59;"2010-07-27 05:40:44";"Sample problems on logit modeling and Bayesian methods";"<modeling><bayesian><logit><transportation>";1;0;1;190;"2010-07-27 04:57:47";"";0;"";"";""
40;1;111;"2010-07-19 19:32:47";8;491;"<p>What algorithms are used in modern and good-quality random number generators? </p>
";69;"2014-01-28 07:46:08";"Pseudo-random number generation algorithms";"<algorithms><random-variable><random-generation>";4;1;2;919;"2010-08-25 14:13:48";"";0;"";"";""
41;2;0;"2010-07-19 19:33:13";8;0;"<p>A quote from <a href=""http://en.wikipedia.org/wiki/Standard_deviation"" rel=""nofollow"">wiki</a>.</p>

<blockquote>
  <p>It shows how much variation there is from the ""average"" (mean, or expected/budgeted value). A low standard deviation indicates that the data points tend to be very close to the mean, whereas high standard deviation indicates that the data is spread out over a large range of values.</p>
</blockquote>
";83;"2010-07-19 19:33:13";"";"";0;0;0;0;"";"";26;"";"";""
42;2;0;"2010-07-19 19:33:19";12;0;"<p><a href=""http://www.cs.waikato.ac.nz/ml/weka"">Weka</a> for data mining - contains many classification and clustering algorithms in Java.</p>
";80;"2010-07-19 19:33:19";"";"";0;3;0;0;"";"2010-07-19 19:33:19";3;"";"";""
43;2;0;"2010-07-19 19:33:37";7;0;"<p>R is great, but I wouldn't really call it ""windows based"" :) That's like saying the cmd prompt is windows based. I guess it is technically in a window...</p>

<p>RapidMiner is far easier to use [1]. It's a free, open-source, multi-platform, GUI. Here's a video on time series forecasting:</p>

<p><a href=""http://rapidminerresources.com/index.php?page=financial-time-series-modelling---part-1"">http://rapidminerresources.com/index.php?page=financial-time-series-modelling---part-1</a></p>

<p>Also, don't forget to read:</p>

<p><a href=""http://www.forecastingprinciples.com/"">http://www.forecastingprinciples.com/</a></p>

<p>[1] No, I don't work for them. </p>
";74;"2010-07-19 20:24:23";"";"";0;5;0;74;"2010-07-19 20:24:23";"";25;"";"";""
44;1;89;"2010-07-19 19:34:42";8;453;"<p>How would you explain data visualization and why it is important to a layman?</p>
";68;"2013-07-27 00:28:49";"Explain data visualization";"<data-visualization><intuition>";5;1;5;12786;"2013-07-27 00:28:49";"";0;"";"";""
45;2;0;"2010-07-19 19:34:44";5;0;"<p>The <a href=""http://en.wikipedia.org/wiki/Mersenne_twister"" rel=""nofollow"">Mersenne Twister</a> is one I've come across and used before now.</p>
";55;"2010-07-19 19:34:44";"";"";0;1;0;0;"";"";40;"";"";""
46;2;0;"2010-07-19 19:35:04";0;0;"<p>A standard deviation is the square root of the second central moment of a distribution. A central moment is the expected difference from the expected value of the distribution. A first central moment would usually be 0, so we define a second central moment as the expected value of the squared distance of a random variable from its expected value. </p>

<p>To put it on a scale that is more in line with the original observations, we take the square root of that second central moment and call it the standard deviation. </p>

<p>Standard deviation is a property of a population. It measures how much average ""dispersion"" there is to that population. Are all the obsrvations clustered around the mean, or are they widely spread out? </p>

<p>To estimate the standard deviation of a population, we often calculate the standard deviation of a ""sample"" from that population. To do this, you take observations from that population, calculate a mean of those observations, and then calculate the square root of the average squared deviation from that ""sample mean"". </p>

<p>To get an unbiased estimator of the variance, you don't actually calculate the average squared deviation from the sample mean, but instead, you divide by (N-1) where N is the number of observations in your sample. Note that this ""sample standard deviation"" is not an unbiased estimator of the standard deviation, but the square of the ""sample standard deviation"" is an unbiased estimator of the variance of the population. </p>
";62;"2010-07-20 02:13:12";"";"";0;2;0;62;"2010-07-20 02:13:12";"";26;"";"";""
47;1;268;"2010-07-19 19:36:12";7;312;"<p>I have a dataset of 130k internet users characterized by 4 variables describing users' number of sessions, locations visited, avg data download and session time aggregated from four months of activity.</p>

<p>Dataset is very heavy-tailed. For example third of users logged only once during four months, whereas six users had more than 1000 sessions.</p>

<p>I wanted to come up with a simple classification of users, preferably with indication of the most appropriate number of clusters.</p>

<p>Is there anything you could recomend as a soultion?</p>
";22;"2010-11-23 18:59:58";"Clustering of large, heavy-tailed dataset";"<clustering><large-data>";4;2;3;8;"2010-10-08 16:05:59";"";0;"";"";""
