,Case Number,Date,Year,Type,Country,Area,Location,Activity,Fatal (Y/N),original order
0,2016.09.18.c,18-Sep-16,2016,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,N,5993
1,2016.09.18.b,18-Sep-16,2016,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,N,5992
2,2016.09.18.a,18-Sep-16,2016,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,N,5991
3,2016.09.17,17-Sep-16,2016,Unprovoked,AUSTRALIA,Victoria,Thirteenth Beach,Surfing,N,5990
4,2016.09.15,16-Sep-16,2016,Unprovoked,AUSTRALIA,Victoria,Bells Beach,Surfing,N,5989
10,2016.09.05.a,05-Sep-16,2016,Unprovoked,AUSTRALIA,Western Australia,Injidup ,Surfing,N,5983
13,2016.08.29.b,29-Aug-16,2016,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,N,5980
14,2016.08.29.a,29-Aug-16,2016,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,N,5979
15,2016.08.27,27-Aug-16,2016,Unprovoked,REUNION,,Boucan Canot,Surfing,N,5978
19,2016.08.04,04-Aug-16,2016,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,N,5974
24,2016.07.26,26-Jul-16,2016,Unprovoked,AUSTRALIA,New South Wales,"Sharpes Beach, Ballina",Surfing,N,5969
25,2016.07.24,24-Jul-16,2016,Unprovoked,JAPAN,Kochi Prefecture,Irino Beach,Surfing,N,5968
26,2016.07.23.b,23-Jul-16,2016,Unprovoked,AUSTRALIA,Tasmania,Clifton Beach,Surfing,N,5967
30,2016.07.16.b,16-Jul-16,2016,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,N,5963
41,2016.06.25,25-Jun-16,2016,Unprovoked,USA,North Carolina,"Atlantic Beach, Emerald Isle, Carteret County",Surfing,N,5952
46,2016.06.15.b,15-Jun-16,2016,Unprovoked,USA,Hawaii,"Kalapaki Beach, Kauai",Surfing,N,5947
50,2016.06.07,07-Jun-16,2016,Invalid,USA,South Carolina,"Folly Beach, Charleston County",Surfing,N,5943
56,2016.05.31,31-May-16,2016,Unprovoked,AUSTRALIA,Western Australia,"Falcon Beach, Mandurah",Surfing,Y,5937
66,2016.04.25,25-Apr-16,2016,Unprovoked,INDONESIA,Bali,Balian,Surfing,N,5927
67,2016.04.23,23-Apr-16,2016,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,N,5926
77,2016.03.30,30-Mar-16,2016,Unprovoked,AUSTRALIA,New South Wales,Bombo Beach,Surfing,N,5916
79,2016.03.28.a,28-Mar-16,2016,Unprovoked,AUSTRALIA,New South Wales,North Cronulla Beach,Surfing,N,5914
81,2016.03.13,13-Mar-16,2016,Invalid,USA,California,"Bolsa Chica State Park, Orange County",Surfing,N,5912
91,2016.02.10,10-Feb-16,2016,Invalid,AUSTRALIA,Tasmania,Nettley Bay,Surfing,N,5902
95,2016.01.28,28-Jan-16,2016,Unprovoked,USA,Hawaii,"Hanalei Bay, Kauai",Surfing,N,5898
96,2016.01.25,25-Jan-16,2016,Unprovoked,USA,Hawaii,"Hanalei Bay, Kauai, ",Surfing,N,5897
100,2016.01.11.R,Reported 11-Jan-2016,2016,Unprovoked,AUSTRALIA,Queensland,"Happy Valley Beach, Caloundra",Surfing,N,5893
106,2015.12.21.b,21-Dec-15,2015,Unprovoked,AUSTRALIA,New South Wales,Bondi Beach,Surfing,N,5887
112,2015.11.16,16-Nov-15,2015,Unprovoked,USA,Florida,"Playalinda Beach, Brevard County",Surfing,N,5880
114,2015.11.15.a,15-Nov-15,2015,Unprovoked,USA,Florida,"Ocean Reef Park, Singer Island, Palm Beach County",Surfing,N,5878
115,2015.11.10,10-Nov-15,2015,Unprovoked,AUSTRALIA,New South Wales,East Ballina,Surfing,N,5877
116,2015.12.23,07-Nov-15,2015,Invalid,USA,Florida,"Paradise Beach, Melbourne, Brevard County",Surfing,N,5876
122,2015.10.25,25-Oct-15,2015,Unprovoked,SOUTH AFRICA,Western Cape Province,Stil Bay,Surfing,N,5870
123,2015.10.21,21-Oct-15,2015,Unprovoked,USA,Florida,"Playalinda Beach, Brevard County",Surfing,N,5869
124,2015.10.19,19-Oct-15,2015,Unprovoked,USA,Florida,"Deerfield Beach, Broward County",Surfing,N,5868
126,2015.10.17.b,17-Oct-15,2015,Invalid,USA,Hawaii,"Waikiki, ",Surfing,N,5866
130,2015.10.09.a,09-Oct-15,2015,Unprovoked,USA,Hawaii,"Leftovers, Oahu",Surfing,N,5862
132,2015.10.07,07-Oct-15,2015,Unprovoked,AUSTRALIA,Western Australia,Pyramids Beach,Surfing,N,5860
135,2015.10.04,04-Oct-15,2015,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,N,5857
136,2015.09.29,29-Sep-15,2015,Unprovoked,USA,Florida,"Vilano Beach, St.  Johns County",Surfing,N,5856
139,2015.09.20.d,20-Sep-15,2015,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,N,5853
144,2015.09.17,17-Sep-15,2015,Unprovoked,USA,Florida,"Jacksonville Beach, Duval County",Surfing,N,5848
145,2015.09.08,08-Sep-15,2015,Unprovoked,AUSTRALIA,New South Wales,North Shelly Beach,Surfing,N,5847
152,2015.08.29.b,29-Aug-15,2015,Unprovoked,USA,California,"Morro Strand State Beach, San Luis Obispo County",Surfing,N,5840
153,2015.08.29.a,29-Aug-15,2015,Unprovoked,USA,California,"Morro Bay, San Luis Obispo County",Surfing,N,5839
155,2015.08.22.a,22-Aug-15,2015,Unprovoked,AUSTRALIA,New South Wales,Lighthouse Beach,Surfing,N,5837
156,2015.08.20,20-Aug-15,2015,Unprovoked,USA,South Carolina,"Murrells Inlet, Georgetown County",Surfing,N,5836
161,2015.07.31,31-Jul-15,2015,Unprovoked,AUSTRALIA,New South Wales,Evans Head,Surfing,N,5831
162,2015.07.26.b,26-Jul-15,2015,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Surfing,N,5830
166,2015.07.23.a,23-Jul-15,2015,Unprovoked,AUSTRALIA,Victoria,Tyrendarra Beach near Portland,Surfing,N,5826
167,2015.07.22,22-Jul-15,2015,Unprovoked,REUNION,,St. Leu,Surfing,N,5825
168,2015.07.19,19-Jul-15,2015,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Jeffrey's Bay,Surfing,N,5824
169,2015.07-10,10-Jul-15,2015,Unprovoked,USA,California,"Huntington Beach, Orange County",Surfing,N,5823
174,2015.07.03,03-Jul-15,2015,Unprovoked,AUSTRALIA,New South Wales,Lennox Head,Surfing,N,5818
177,2015.06.30.b,30-Jun-15,2015,Unprovoked,AUSTRALIA,New South Wales,"Flat Rock, Yamba",Surfing,N,5815
182,2015.06.26.b,26-Jun-15,2015,Unprovoked,SOUTH AFRICA,Western Cape Province,"Lookout Beach, Plettenberg Bay",Surfing,N,5810
187,2015.06.24.a,24-Jun-15,2015,Invalid,AUSTRALIA,Western Australia,Denmark,Surfing,N,5805
197,2015.06.01,01-Jun-15,2015,Unprovoked,REUNION,Le Port,Folette,Surfing,N,5795
202,2015.05.20,20-May-15,2015,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,N,5790
206,2015.05.03,03-May-15,2015,Unprovoked,AUSTRALIA,New South Wales,Saltwater Beach,Surfing,N,5786
210,2015.04.25,25-Apr-15,2015,Unprovoked,AUSTRALIA,South Australia,Fishery Bay,Surfing,N,5782
214,2015.04.12,12-Apr-15,2015,Unprovoked,REUNION,Saint-Gilles-les-Bains,Cap Homard,Surfing,Y,5778
215,2015.03.31,31-Mar-15,2015,Invalid,BRAZIL,Pernambuco,"Praia del Chifre, Olinda",Surfing,N,5777
227,2015.02.09,09-Feb-15,2015,Unprovoked,AUSTRALIA,New South Wales,Shelly Beach,Surfing,Y,5765
228,2015.02.08,08-Feb-15,2015,Unprovoked,AUSTRALIA,New South Wales,"Seven Mile Beach, Byron Bay",Surfing,N,5764
232,2015.01.24,24-Jan-15,2015,Unprovoked,AUSTRALIA,New South Wales,Flat Rock,Surfing,N,5760
239,2015.01.03,03-Jan-15,2015,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Chintsa East Beach,Surfing,N,5753
241,2014.12.29.b,29-Dec-14,2014,Unprovoked,AUSTRALIA,New South Wales,Bherwerre Beach,Surfing,N,5751
245,2014.12.28.b,28-Dec-14,2014,Unprovoked,USA,California,"Monta�a de Oro State Park, San Luis Obispo County ",Surfing,N,5747
250,2014.11.29,29-Nov-14,2014,Unprovoked,AUSTRALIA,Western Australia,"Pyramids Beach, Port Bouvard",Surfing,N,5742
253,2014.11.16,16-Nov-14,2014,Unprovoked,USA,Florida,"Indian Harbor Beach, Brevard County",Surfing,N,5739
256,2014.11.10,10-Nov-14,2014,Unprovoked,AUSTRALIA,New South Wales,Moonee Beach,Surfing,N,5737
257,2014.11.08,08-Nov-14,2014,Unprovoked,USA,Florida,"Fort Pierce Inlet State Park, St. Lucie County",Surfing,N,5736
258,2014.10.31,31-Oct-14,2014,Unprovoked,USA,Hawaii,"North Kohala, Hawaii County",Surfing,N,5735
259,2014.10.30,29-Oct-14,2014,Provoked,AUSTRALIA,New South Wales,Wallabi Point,Surfing,N,5734
263,2014.10.18,18-Oct-14,2014,Unprovoked,USA,Hawaii,"Maalaea, South Maui",Surfing,N,5730
264,2014.10.17,17-Oct-14,2014,Unprovoked,AUSTRALIA,New South Wales,Avoca Beach,Surfing,N,5729
269,2014.10.05.b,05-Oct-14,2014,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,N,5723
270,2014.10.05.a,05-Oct-14,2014,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,N,5722
273,2014.10.02.b,02-Oct-14,2014,Unprovoked,USA,California,"Walls Beach, Vandenberg AFB, Santa Barbara County",Surfing,N,5719
274,2014.10.02.a,02-Oct-14,2014,Unprovoked,AUSTRALIA,Western Australia,"Kelpids Beach, Wylie Bay, Esperance",Surfing,N,5718
275,2014.09.21,21-Sep-14,2014,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,N,5717
277,2014.09.13,13-Sep-14,2014,Invalid,USA,California,"Manresa State Beach, Santa Cruz County",Surfing,N,5715
284,2014.08.29.b,29-Aug-14,2014,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",Surfing,N,5708
288,2014.08.27.b,27-Aug-14,2014,Unprovoked,USA,North Carolina,"Figure Eight Island,  New Hanover County",Surfing,N,5704
300,2014.08.02,02-Aug-14,2014,Unprovoked,USA,Florida,"South of Cocoa Beach, Brevard County",Surfing,N,5692
302,2014.08.01,01-Aug-14,2014,Unprovoked,SOUTH AFRICA,Western Cape Province,Muizenberg,Surfing,N,5690
305,2014.07.22,22-Jul-14,2014,Unprovoked,REUNION,Saint-Leu,,Surfing,N,5687
312,2014.07.09,09-Jul-14,2014,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,N,5680
314,2014.07.05.a,05-Jul-14,2014,Unprovoked,USA,California,"Oceano Dunes State Beach, San Luis Obispo County",Surfing,N,5678
318,2014.06.18.b,18-Jun-14,2014,Unprovoked,AUSTRALIA,South Australia,"Middleton Point, Fleurieu Peninsula",Surfing,N,5674
324,2014.06.08,08-Jun-14,2014,Unprovoked,JAPAN,Atsumi peninsula,Aichi,Surfing,N,5668
327,2014.06.01.b,01-Jun-14,2014,Unprovoked,AUSTRALIA,New South Wales,"Seven Mile Beach, Gerroa",Surfing,N,5665
334,2014.05.14,14-May-14,2014,Unprovoked,AUSTRALIA,South Australia,"Elliston, Eyre Peninsula",Surfing,N,5659
336,2014.05.11,11-May-14,2014,Unprovoked,USA,Georgia,"Tybee Island, Chatham County",Surfing,N,5657
339,2014.05.01,01-May-14,2014,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,N,5654
345,2014.04.04.b,04-Apr-14,2014,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,N,5648
346,2014.04.04.a,04-Apr-14,2014,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,N,5647
351,2014.03.21,21-Mar-14,2014,Unprovoked,USA,Florida,Macarthur State Park,Surfing,N,5642
353,2014.03.18.b,18-Mar-14,2014,Unprovoked,AUSTRALIA,Victoria,Winkipop Beach,Surfing,N,5640
357,2014.03.02,02-Mar-14,2014,Unprovoked,USA,Florida,"Santa Lucea Beach, South Hutchinson Island, St. Lucie County",Surfing,N,5636
362,2014.02.07,07-Feb-14,2014,Unprovoked,NEW ZEALAND,South Island,Porpoise Bay,Surfing,N,5631
368,2013.12.16,16-Dec-13,2013,Unprovoked,SOUTH AFRICA,Western Cape Province,Die Platt,Surfing,N,5625
371,2013.12.10,10-Dec-13,2013,Unprovoked,USA,Florida,"Cocoa Beach, Brevard  County",Surfing,N,5622
372,2013.12.05,05-Dec-13,2013,Unprovoked,AUSTRALIA,New South Wales,"Shelly Beach, near Port Macquarie",Surfing,N,5621
376,2013.11.23.a,23-Nov-13,2013,Unprovoked,AUSTRALIA,Western Australia,Gracetown,Surfing,Y,5617
377,2013.11.22,22-Nov-13,2013,Unprovoked,USA,Oregon,"Gleneden Beach, Lincoln County",Surfing,N,5616
378,2013.11.12,12-Nov-13,2013,Unprovoked,AUSTRALIA,Western Australia,"Trigg Beach, Perth",Surfing,N,5615
381,2013.11.07.a,07-Nov-13,2013,Unprovoked,USA,Florida,"Floridana Beach, Brevard County",Surfing,N,5612
386,2013.10.24,24-Oct-13,2013,Unprovoked,AUSTRALIA,New South Wales,South Narrabeen Beach,Surfing,N,5607
388,2013.10.20,20-Oct-13,2013,Unprovoked,USA,Hawaii,"Pila'a Beach, Kaua'i",Surfing,N,5605
392,2013.10.05,06-Oct-13,2013,Unprovoked,USA,California,"Bunkers, Humboldt Bay, Eureka, Humboldt County",Surfing,N,5601
394,2013.09.29.b,29-Sep-13,2013,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County",Surfing,N,5599
398,2013.09.21.a, 21-Sep-2013,2013,Unprovoked,USA,Florida,"Carlin Park, Jupiter, Palm Beach County",Surfing,N,5595
400,2013.09.12, 12-Sep-2013,2013,Unprovoked,USA,Florida,"New Smyrna Beach,  Volusia County",Surfing,N,5593
402,2013.09.07.b, 07-Sep-2013,2013,Provoked,USA,Florida,"New Smyrna Beach,  Volusia County",Surfing,N,5591
414,2013.08.18, 18-Aug-2013,2013,Unprovoked,USA,Hawaii,Pohoiki ,Surfing,N,5579
415,2013.08.17,17-Aug-13,2013,Unprovoked,USA,California,"Pillar Point, Half-Moon Bay, San Mateo County",Surfing,N,5578
418,2013.08.11,11-Aug-13,2013,Unprovoked,USA,South Carolina,Folly Beach,Surfing,N,5575
425,2013.07.29.a,  29-Jul-2013,2013,Unprovoked,USA,Hawaii,"White Plains Beach, Oahu",Surfing,N,5568
443,2013.06.16,16-Jun-13,2013,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Queensberry Bay,Surfing,N,5550
444,2013.06.15,15-Jun-13,2013,Unprovoked,USA,Florida,"Atlantic Beach, Duval County",Surfing,N,5549
447,2013.06.06.a,06-Jun-13,2013,Unprovoked,AUSTRALIA,New South Wales,Target Beach,Surfing,N,5546
452,2013.05.14,14-May-14,2013,Unprovoked,ECUADOR,Santa Cruz Island,"Playa Brava, Turtle Bay",Surfing,N,5541
453,2013.05.08.b,08-May-13,2013,Invalid,USA,California,"Tourmaline Surf Park, San Diego County",Surfing,Y,5540
455,2013.05.04.a,04-May-13,2013,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County",Surfing,N,5538
461,2013.04.13.b,13-Apr-13,2013,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,N,5532
466,2013.04.02.a,02-Apr-13,2013,Unprovoked,USA,Hawaii,Ka�anapali Shores,Surfing,N,5527
467,2013.03.31,31-Mar-13,2013,Invalid,AUSTRALIA,New South Wales,Terrigal Beach,Surfing,N,5526
472,2013.03.16.a,16-Mar-13,2013,Unprovoked,SOUTH AFRICA,Western Cape Province,Hawston Beach,Surfing,N,5521
478,2013.02.21.b,21-Feb-13,2013,Unprovoked,USA,Hawaii,"Ka'anapali, Honokowai, Maui",Surfing,N,5515
479,2013.02.21.a,21-Feb-13,2013,Unprovoked,USA,Hawaii,"Paia Bay, Maui",Surfing,N,5514
480,2013.02.10,10-Feb-13,2013,Unprovoked,USA,Florida,"""Stuart Rocks"", Martin County",Surfing,N,5513
484,2013.01.25,25-Jan-13,2013,Unprovoked,AUSTRALIA,Queensland,Noosa,Surfing,N,5509
486,2013.01.16,16-Jan-13,2013,Unprovoked,USA,Hawaii,Kiholo Bay,Surfing,N,5507
490,2012.12.30,30-Dec-12,2012,Unprovoked,AUSTRALIA,New South Wales,Between Dee Why and Long Reef,Surfing,N,5503
493,2012.12.19,19-Dec-12,2012,Unprovoked,AUSTRALIA,Western Australia,Trigg Beach,Surfing,N,5500
494,2012.12.05,05-Dec-12,2012,Unprovoked,USA,Hawaii,Kauai,Surfing,N,5499
500,2012.11.19,19-Nov-12,2012,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County",Surfing,N,5493
502,2012.11.04.a,04-Nov-12,2012,Unprovoked,USA,Hawaii,"Davidson's Surf Break, Kekaha, Kaua'i",Surfing,N,5491
503,2012.10.30,30-Oct-12,2012,Unprovoked,USA,California,"Humboldt Bay, Eureka, Humboldt County",Surfing,N,5490
505,2012.10.23,23-Oct-12,2012,Unprovoked,USA,California,"Surf Beach, Lompoc, Santa Barbara County",Surfing,Y,5488
507,2012.10.18.b,18-Oct-12,2012,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",Surfing,N,5486
513,2012.09.25,25-Sep-12,2012,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County",Surfing,N,5480
514,2012.09.24,24-Sep-12,2012,Unprovoked,USA,Florida,"Spanish House Beach, Brevard County",Surfing,N,5479
515,2012.09.16,16-Sep-12,2012,Unprovoked,USA,Florida," Cocoa Beach, Brevard  County",Surfing,N,5478
517,2012.09.09,09-Sep-12,2012,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,N,5476
518,2012.09.08.b,08-Sep-12,2012,Unprovoked,USA,Florida,"Lori Wilson Park, Cocoa Beach, Brevard  County",Surfing,N,5475
520,2012.09.06.b,06-Sep-12,2012,Unprovoked,USA,Florida,"Neptune Beach, Duval County",Surfing,N,5473
521,2012.09.06.a,06-Sep-12,2012,Unprovoked,USA,Florida,"St. Augustine Beach, St. John's County",Surfing,N,5472
522,2012.09.04,04-Sep-12,2012,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County",Surfing,N,5471
527,2012.08.28,28-Aug-12,2012,Unprovoked,AUSTRALIA,Western Australia,Red Bluff near Quobba Station,Surfing,N,5466
532,2012.08.05,06-Aug-12,2012,Unprovoked,REUNION,Saint Leu,,Surfing,N,5461
534,2012.07.31.b,31-Jul-12,2012,Unprovoked,USA,California,"Topanga Beach, Los Angeles County",Surfing,N,5459
535,2012.07.31.a,31-Jul-12,2012,Unprovoked,AUSTRALIA,South Australia,Streaky Bay,Surfing,N,5458
536,2012.07.30.b,30-Jul-12,2012,Unprovoked,USA,Hawaii,"Maha�ulepu Beach, Kauai",Surfing,N,5457
539,2012.07.23,23-Jul-12,2012,Unprovoked,REUNION,Trois-Bassins,,Surfing,Y,5454
541,2012.07.19,19-Jul-12,2012,Invalid,CANADA,British Colombia,"Tofino, Vancouver",Surfing,N,5452
542,2012.07.14,14-Jul-12,2012,Unprovoked,AUSTRALIA,Western Australia,Off Wedge Island,Surfing,Y,5451
547,2012.07.06,06-Jul-12,2012,Unprovoked,SOUTH AFRICA,Western Cape Province,"Sandstrand, Jongensfontein",Surfing,N,5446
550,2012.06.26.b,26-Jun-12,2012,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,N,5443
552,2012.06.22.b,22-Jun-12,2012,Unprovoked,AUSTRALIA,Tasmania,South Cape Bay,Surfing,N,5441
562,2012.06.12,12-Jun-12,2012,Unprovoked,AUSTRALIA,Victoria,Port Campbell,Surfing,N,5431
565,2012.06.02.b,02-Jun-12,2012,Unprovoked,USA,Florida,"Bethune Beach, Volusia County",Surfing,N,5428
569,2012.05.23,23-May-12,2012,Unprovoked,USA,Florida,"Jacksonville, Duval County",Surfing,N,5424
575,2012.04.19.b,19-Apr-12,2012,Unprovoked,USA,Florida,"Indialantic, Brevard County",Surfing,N,5418
578,2012.04.03,03-Apr-12,2012,Unprovoked,USA,Hawaii,"Leftovers near Chun's Reef, Oahu",Surfing,N,5415
581,2012.03.24,24-Mar-12,2012,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,N,5412
583,2012.03.20,20-Mar-12,2012,Unprovoked,AUSTRALIA,Queensland,Nobby's Beach,Surfing,N,5410
584,2012.03.15,15-Mar-12,2012,Unprovoked,USA,Florida,"Jensen Beach, Martin County ",Surfing,N,5409
585,2012.03.14.b,14-Mar-12,2012,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,N,5408
586,2012.03.14.a,14-Mar-12,2012,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,N,5407
587,2012.03.06.b,06-Mar-12,2012,Unprovoked,NEW ZEALAND,North Island,"Opunake, Taranake",Surfing,N,5406
596,2012.02.06,06-Feb-12,2012,Unprovoked,AUSTRALIA,Queensland,Wurtulla,Surfing,N,5397
601,2012.01.18.a,18-Jan-12,2012,Unprovoked,AUSTRALIA,New South Wales,Redhead Beach,Surfing,N,5392
603,2012.01.13,13-Jan-12,2012,Unprovoked,USA,Oregon,"Lincoln City, Lincoln County",Surfing,N,5390
604,2012.01.03,03-Jan-12,2012,Unprovoked,AUSTRALIA,New South Wales,North Avoca Beach,Surfing,N,5389
608,2011.12.25,25-Dec-11,2011,Unprovoked,ECUADOR,Santa Elena,Barand�a Beach,Surfing,N,5385
609,2011.12.23,23-Dec-11,2011,Unprovoked,USA,Florida,New Smyrna Beach,Surfing,N,5384
612,2011.12.11,11-Dec-11,2011,Unprovoked,AUSTRALIA,New South Wales,Angourie,Surfing,N,5381
614,2011.12.07.a,07-Dec-11,2011,Unprovoked,AUSTRALIA,New South Wales,Maroubra,Surfing,N,5379
615,2011.12.06,06-Dec-11,2011,Unprovoked,USA,Oregon,Seaside Cove,Surfing,N,5378
617,2011.12.02,02-Dec-11,2011,Unprovoked,AUSTRALIA,New South Wales,Broken Head,Surfing,N,5376
618,2011.11.29,29-Nov-11,2011,Unprovoked,INDONESIA,Bali,Tabanan,Surfing,N,5375
